fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
7.2,0.27,0.74,12.5,0.037000000000000005,47.0,5
9.2,0.27,0.49,1.1,0.037000000000000005,33.0,6
7.9,0.28,0.49,7.7,0.045,48.0,6
7.4,0.27,0.49,1.1,0.037000000000000005,33.0,6
6.6,0.21,0.49,18.15,0.042,41.0,6
7.2,0.27,0.74,12.5,0.037000000000000005,47.0,5
8.1,0.3,0.49,8.1,0.037000000000000005,26.0,7
7.5,0.23,0.49,7.7,0.049,61.0,7
7.3,0.26,0.49,5.0,0.027999999999999997,32.0,6
7.1,0.18,0.74,15.6,0.044000000000000004,44.0,6
8.5,0.15,0.49,1.5,0.031,17.0,6
8.9,0.13,0.49,1.0,0.027999999999999997,7.0,5
8.1,0.28,0.49,1.0,0.04,32.0,6
6.0,0.17,0.49,1.0,0.034,26.0,6
7.3,0.26,0.49,5.0,0.027999999999999997,32.0,6
7.1,0.18,0.74,15.6,0.044000000000000004,44.0,6
7.1,0.53,0.24,1.0,0.028999999999999998,29.0,4
7.2,0.16,0.49,1.3,0.037000000000000005,27.0,6
7.3,0.14,0.49,1.1,0.038,28.0,6
8.9,0.13,0.49,1.0,0.027999999999999997,7.0,5
7.9,0.13,0.49,5.2,0.049,33.0,6
6.7,0.29,0.49,4.7,0.034,35.0,6
6.7,0.3,0.49,4.8,0.034,36.0,6
7.1,0.36,0.24,1.8,0.025,32.0,6
8.5,0.15,0.49,1.5,0.031,17.0,6
7.9,0.18,0.49,5.2,0.051,36.0,6
6.6,0.19,0.74,1.2,0.122,45.0,6
7.3,0.21,0.49,1.8,0.038,44.0,7
6.9,0.3,0.49,7.6,0.057,25.0,7
7.9,0.42,0.49,8.2,0.055999999999999994,32.0,7
6.9,0.24,0.49,1.3,0.032,35.0,7
7.6,0.23,0.49,10.0,0.036000000000000004,45.0,6
7.9,0.18,0.49,5.2,0.051,36.0,6
6.2,0.43,0.49,6.4,0.045,12.0,4
8.8,0.35,0.49,1.0,0.036000000000000004,14.0,4
7.8,0.3,0.74,1.8,0.033,33.0,6
9.1,0.28,0.49,2.0,0.059000000000000004,10.0,5
7.1,0.34,0.49,1.5,0.027000000000000003,26.0,7
7.8,0.3,0.74,1.8,0.033,33.0,6
9.1,0.28,0.49,2.0,0.059000000000000004,10.0,5
8.5,0.19,0.49,3.5,0.044000000000000004,29.0,6
7.6,0.18,0.49,18.05,0.046,36.0,5
7.5,0.19,0.49,1.8,0.055,19.0,5
7.4,0.3,0.49,8.2,0.055,49.0,6
6.7,0.3,0.74,5.0,0.038,35.0,5
6.6,0.3,0.74,4.6,0.040999999999999995,36.0,5
7.4,0.3,0.49,8.2,0.055,49.0,6
6.9,0.22,0.49,7.0,0.063,50.0,6
7.8,0.26,0.49,3.1,0.045,21.0,5
8.5,0.17,0.49,8.8,0.048,23.0,4
6.8,0.17,0.74,2.4,0.053,61.0,6
6.2,0.27,0.49,1.4,0.05,20.0,6
7.1,0.63,0.49,1.8,0.05,17.0,4
6.4,0.18,0.74,11.9,0.046,54.0,5
7.6,0.31,0.49,13.4,0.062,50.0,4
9.2,0.31,0.49,15.4,0.046,13.0,5
9.0,0.3,0.49,7.2,0.039,32.0,6
8.4,0.24,0.49,7.4,0.039,46.0,7
6.4,0.18,0.74,11.9,0.046,54.0,5
6.4,0.25,0.74,7.8,0.045,52.0,6
7.3,0.3,0.74,13.5,0.039,46.0,5
9.2,0.31,0.49,1.3,0.042,34.0,5
6.4,0.25,0.74,7.8,0.045,52.0,6
7.3,0.3,0.74,13.5,0.039,46.0,5
7.0,0.27,0.74,1.5,0.036000000000000004,27.0,6
7.9,0.14,0.74,1.2,0.027999999999999997,30.0,6
6.4,0.13,0.49,6.4,0.042,49.0,6
6.8,0.21,0.74,1.2,0.047,25.0,6
8.6,0.16,0.49,7.3,0.043,9.0,6
7.0,0.29,0.49,3.8,0.047,37.0,6
6.4,0.27,0.49,7.3,0.046,53.0,6
6.6,0.55,0.1,2.7,0.034,56.0,5
6.4,0.27,0.49,7.3,0.046,53.0,6
6.3,0.24,0.74,1.4,0.16,24.0,6
6.7,0.33,0.49,1.6,0.16,20.0,6
7.0,0.29,0.49,3.8,0.047,37.0,6
8.2,0.34,0.49,8.0,0.046,55.0,6
5.6,0.39,0.24,4.7,0.034,27.0,5
5.6,0.41,0.24,1.9,0.034,10.0,7
6.7,0.41,0.1,2.8,0.048,39.0,5
7.1,0.26,0.49,2.2,0.032,31.0,8
7.5,0.32,0.49,1.7,0.031,44.0,6
5.8,0.19,0.49,4.9,0.04,44.0,7
6.9,0.27,0.49,18.8,0.057,59.0,5
8.1,0.2,0.49,11.8,0.048,46.0,7
7.5,0.32,0.49,1.7,0.031,44.0,6
8.2,0.26,0.49,5.2,0.04,19.0,6
7.8,0.26,0.49,3.2,0.027000000000000003,28.0,7
8.0,0.14,0.49,1.5,0.035,42.0,7
8.0,0.29,0.49,11.7,0.035,40.0,5
7.5,0.19,0.49,1.6,0.047,42.0,6
6.9,0.34,0.49,7.3,0.045,61.0,6
6.2,0.2,0.49,1.6,0.065,17.0,6
6.4,0.37,0.49,13.3,0.045,53.0,6
6.2,0.22,0.49,6.0,0.028999999999999998,31.0,8
7.8,0.26,0.49,3.2,0.027000000000000003,28.0,7
8.9,0.32,0.49,1.6,0.05,17.0,5
6.5,0.44,0.49,7.7,0.045,16.0,6
7.0,0.14,0.49,5.9,0.053,22.0,6
9.0,0.17,0.49,1.0,0.039,46.0,7
6.4,0.26,0.49,6.4,0.037000000000000005,37.0,6
9.0,0.22,0.49,10.4,0.048,52.0,6
8.9,0.32,0.49,1.6,0.05,17.0,5
8.2,0.2,0.49,3.5,0.057,14.0,6
7.8,0.15,0.24,7.7,0.047,21.0,6
6.9,0.25,0.24,1.8,0.053,7.0,5
8.2,0.2,0.49,3.5,0.057,14.0,6
7.1,0.28,0.49,6.5,0.040999999999999995,28.0,8
7.4,0.19,0.49,6.7,0.037000000000000005,15.0,7
8.3,0.25,0.49,16.8,0.048,50.0,6
7.5,0.14,0.74,1.6,0.035,21.0,6
7.8,0.49,0.49,7.0,0.043,29.0,5
8.1,0.13,0.49,1.2,0.042,43.0,6
7.6,0.47,0.49,13.0,0.16,42.0,5
7.9,0.22,0.49,3.8,0.042,26.0,5
7.8,0.49,0.49,7.0,0.043,29.0,5
6.4,0.22,0.49,7.5,0.054000000000000006,42.0,6
7.3,0.19,0.49,15.55,0.057999999999999996,50.0,7
8.1,0.3,0.49,12.3,0.049,50.0,7
7.3,0.19,0.49,15.55,0.057999999999999996,50.0,7
7.5,0.24,0.49,9.4,0.048,50.0,7
6.4,0.22,0.49,7.5,0.054000000000000006,42.0,6
7.8,0.21,0.49,1.2,0.036000000000000004,20.0,7
7.1,0.3,0.49,1.6,0.045,31.0,5
6.9,0.26,0.49,1.6,0.057999999999999996,39.0,4
7.6,0.31,0.49,3.95,0.044000000000000004,27.0,7
6.4,0.42,0.74,12.8,0.076,48.0,6
8.2,0.29,0.49,1.0,0.044000000000000004,29.0,4
7.9,0.33,0.28,18.8,0.053,35.0,6
6.6,0.46,0.49,7.4,0.052000000000000005,19.0,5
7.8,0.28,0.49,1.3,0.046,27.0,5
5.8,0.15,0.49,1.1,0.048,21.0,5
7.8,0.4,0.49,7.8,0.06,34.0,6
6.6,0.31,0.49,7.7,0.05,52.0,5
6.6,0.325,0.49,7.7,0.049,53.0,5
6.6,0.27,0.49,7.8,0.049,62.0,6
6.7,0.26,0.49,8.3,0.047,54.0,6
6.7,0.21,0.49,1.4,0.047,30.0,7
7.9,0.33,0.28,18.8,0.053,35.0,6
8.1,0.28,0.46,15.4,0.059000000000000004,32.0,4
6.5,0.13,0.37,1.0,0.036000000000000004,48.0,8
7.8,0.445,0.56,1.0,0.04,8.0,5
8.8,0.39,0.34,5.9,0.055,33.0,6
7.9,0.18,0.33,1.2,0.033,20.0,7
7.1,0.31,0.38,1.2,0.036000000000000004,10.0,6
7.8,0.24,0.18,6.7,0.046,33.0,6
7.0,0.35,0.3,6.5,0.027999999999999997,27.0,7
6.6,0.26,0.31,4.8,0.138,41.0,5
6.6,0.27,0.31,5.3,0.13699999999999998,35.0,5
6.8,0.22,0.29,8.9,0.046,81.0,6
6.2,0.27,0.32,8.8,0.047,65.0,5
7.0,0.35,0.3,6.5,0.027999999999999997,27.0,7
7.3,0.23,0.37,1.8,0.032,60.0,6
6.2,0.3,0.2,6.6,0.045,42.0,6
6.4,0.35,0.2,5.7,0.034,18.0,5
7.6,0.32,0.34,18.35,0.054000000000000006,44.0,5
6.3,0.31,0.3,10.0,0.046,49.0,6
7.2,0.25,0.28,14.4,0.055,55.0,7
7.2,0.25,0.28,14.4,0.055,55.0,7
7.3,0.26,0.33,17.85,0.049,41.5,7
7.2,0.25,0.28,14.4,0.055,55.0,7
7.4,0.26,0.37,9.4,0.047,42.0,5
7.3,0.26,0.33,17.85,0.049,41.5,7
6.7,0.25,0.26,1.55,0.040999999999999995,81.0,4
7.1,0.16,0.25,1.3,0.034,28.0,6
9.0,0.43,0.3,1.5,0.05,7.0,4
7.2,0.25,0.28,14.4,0.055,55.0,7
7.0,0.24,0.3,4.2,0.04,41.0,6
6.7,0.265,0.22,8.6,0.048,54.0,5
7.7,0.13,0.32,1.4,0.06,47.0,6
7.2,0.21,0.33,3.0,0.036000000000000004,35.0,6
8.5,0.32,0.36,14.9,0.040999999999999995,47.0,6
6.9,0.18,0.3,2.0,0.038,39.0,6
7.0,0.24,0.3,4.2,0.04,41.0,6
6.3,0.26,0.29,2.2,0.043,35.0,6
6.7,0.26,0.3,1.8,0.043,25.0,6
7.9,0.29,0.36,11.1,0.033,43.0,5
6.5,0.27,0.19,4.2,0.046,7.0,4
6.7,0.33,0.42,6.4,0.057999999999999996,27.0,5
6.7,0.31,0.42,6.4,0.057,25.0,5
6.6,0.25,0.31,1.5,0.035,32.0,6
6.4,0.24,0.22,1.5,0.038,38.0,6
6.8,0.26,0.29,16.95,0.055999999999999994,48.0,5
7.0,0.61,0.26,1.7,0.051,25.0,4
6.8,0.22,0.3,13.6,0.055,50.0,5
8.1,0.31,0.24,1.6,0.032,10.0,5
7.0,0.2,0.3,6.1,0.037000000000000005,31.0,5
7.9,0.18,0.37,3.0,0.061,25.0,6
6.6,0.34,0.27,6.2,0.059000000000000004,23.0,6
6.8,0.3,0.24,6.6,0.12300000000000001,35.0,5
6.5,0.18,0.34,1.6,0.04,43.0,8
7.0,0.21,0.31,6.0,0.046,29.0,6
6.8,0.27,0.32,1.5,0.044000000000000004,19.0,6
9.2,0.2,0.33,1.7,0.05,28.0,4
5.8,0.23,0.27,1.8,0.043,24.0,6
7.6,0.2,0.39,2.6,0.044000000000000004,30.0,7
8.2,0.15,0.48,2.7,0.052000000000000005,24.0,7
7.5,0.4,0.74,18.8,0.040999999999999995,33.0,6
6.5,0.18,0.34,1.6,0.04,43.0,8
7.0,0.13,0.3,5.0,0.055999999999999994,31.0,6
6.9,0.17,0.22,4.6,0.064,55.0,6
7.0,0.3,0.32,6.4,0.034,28.0,6
7.6,0.445,0.44,14.5,0.045,68.0,6
6.8,0.3,0.24,6.6,0.12300000000000001,35.0,5
7.5,0.22,0.33,6.7,0.036000000000000004,45.0,6
9.2,0.23,0.3,1.1,0.031,40.0,6
8.7,0.34,0.46,13.8,0.055,68.0,6
6.6,0.545,0.1,2.5,0.031,48.0,5
8.1,0.3,0.31,1.1,0.040999999999999995,49.0,6
6.9,0.16,0.3,9.6,0.057,50.0,6
8.0,0.32,0.36,4.6,0.042,56.0,6
6.1,0.22,0.23,3.1,0.052000000000000005,15.0,5
6.9,0.16,0.3,9.6,0.057,50.0,6
7.5,0.15,0.38,1.8,0.054000000000000006,19.0,5
8.4,0.29,0.29,1.05,0.032,7.0,4
6.6,0.37,0.47,6.5,0.061,23.0,6
7.7,0.38,0.4,2.0,0.038,28.0,6
6.3,0.25,0.23,14.9,0.039,47.0,6
8.3,0.3,0.36,10.0,0.042,33.0,6
6.6,0.22,0.58,1.1,0.133,52.0,5
6.1,0.34,0.31,12.0,0.053,46.0,5
7.5,0.22,0.29,4.8,0.05,33.0,5
8.3,0.3,0.36,10.0,0.042,33.0,6
8.0,0.27,0.24,1.2,0.044000000000000004,20.0,5
6.1,0.17,0.27,1.5,0.055999999999999994,45.0,6
7.4,0.18,0.3,10.4,0.045,44.0,6
6.7,0.16,0.28,2.5,0.046,40.0,7
6.1,0.255,0.44,12.3,0.045,53.0,6
7.4,0.23,0.25,1.4,0.049,43.0,7
6.4,0.16,0.28,2.2,0.042,33.0,6
6.3,0.25,0.23,14.9,0.039,47.0,6
6.7,0.27,0.25,8.0,0.053,54.0,5
6.9,0.29,0.23,8.6,0.055999999999999994,56.0,5
9.2,0.21,0.28,1.2,0.038,12.0,5
6.6,0.62,0.2,8.7,0.046,81.0,5
6.4,0.28,0.19,5.4,0.042,67.0,6
8.0,0.3,0.28,5.7,0.044000000000000004,31.0,6
6.4,0.17,0.27,1.5,0.037000000000000005,20.0,7
7.3,0.21,0.3,10.9,0.037000000000000005,18.0,6
6.7,0.27,0.25,8.0,0.053,54.0,5
6.9,0.29,0.23,8.6,0.055999999999999994,56.0,5
6.6,0.32,0.26,7.7,0.054000000000000006,56.0,5
7.4,0.32,0.22,1.7,0.051,50.0,5
6.6,0.37,0.1,1.4,0.048,58.0,5
7.7,0.43,0.28,4.5,0.046,33.0,7
7.8,0.39,0.26,9.9,0.059000000000000004,33.0,6
6.5,0.18,0.26,1.4,0.040999999999999995,40.0,6
7.8,0.4,0.26,9.5,0.059000000000000004,32.0,6
7.8,0.39,0.26,9.9,0.059000000000000004,33.0,6
6.9,0.19,0.28,3.0,0.054000000000000006,33.0,6
7.7,0.49,0.74,18.8,0.03,28.0,6
6.6,0.25,0.35,14.0,0.069,42.0,5
6.5,0.18,0.26,1.4,0.040999999999999995,40.0,6
6.4,0.15,0.36,1.8,0.034,43.0,8
6.4,0.15,0.36,1.8,0.034,43.0,8
8.4,0.17,0.31,5.4,0.052000000000000005,47.0,5
6.1,0.32,0.37,1.8,0.051,13.0,4
8.5,0.21,0.26,9.25,0.034,73.0,6
8.7,0.45,0.4,1.5,0.067,17.0,6
6.7,0.24,0.29,6.8,0.038,54.0,7
8.5,0.21,0.26,9.25,0.034,73.0,6
7.4,0.33,0.26,2.6,0.04,29.0,7
7.2,0.26,0.3,2.1,0.033,50.0,7
8.2,0.36,0.29,7.6,0.035,37.0,5
7.8,0.2,0.24,1.6,0.026000000000000002,26.0,7
9.2,0.16,0.3,1.4,0.042,26.0,5
6.4,0.33,0.24,1.6,0.054000000000000006,25.0,5
7.8,0.22,0.36,1.4,0.055999999999999994,21.0,6
7.4,0.35,0.31,17.95,0.062,42.0,5
6.6,0.37,0.24,2.0,0.064,23.0,5
6.7,0.37,0.41,6.3,0.061,22.0,6
7.1,0.37,0.32,1.4,0.037000000000000005,27.0,5
6.9,0.25,0.27,9.05,0.039,37.0,8
6.8,0.23,0.29,15.4,0.073,56.0,6
6.4,0.26,0.21,7.1,0.04,35.0,6
7.6,0.3,0.22,10.2,0.049,57.0,6
9.2,0.16,0.23,1.6,0.042,14.0,5
6.8,0.23,0.29,15.4,0.073,56.0,6
6.4,0.26,0.21,7.1,0.04,35.0,6
7.6,0.3,0.22,10.2,0.049,57.0,6
7.5,0.33,0.39,12.4,0.065,29.0,5
7.6,0.38,0.2,3.4,0.046,9.0,5
8.8,0.2,0.43,15.0,0.053,60.0,6
7.5,0.33,0.39,12.4,0.065,29.0,5
8.8,0.2,0.43,15.0,0.053,60.0,6
6.6,0.36,0.21,1.5,0.049,39.0,6
7.6,0.38,0.2,3.4,0.046,9.0,5
5.6,0.46,0.24,4.8,0.042,24.0,6
7.2,0.15,0.38,1.2,0.038,18.0,6
8.2,0.42,0.29,4.1,0.03,31.0,7
6.8,0.3,0.35,2.8,0.038,10.0,6
6.7,0.27,0.3,13.9,0.028999999999999998,34.0,7
7.2,0.5,0.1,1.0,0.034,46.0,4
6.0,0.26,0.29,1.0,0.032,27.0,6
6.8,0.33,0.28,1.2,0.032,38.0,6
6.8,0.3,0.35,2.8,0.038,10.0,6
7.4,0.29,0.31,1.7,0.035,23.0,5
8.2,0.42,0.29,4.1,0.03,31.0,7
7.3,0.19,0.24,6.3,0.054000000000000006,34.0,6
6.5,0.32,0.12,11.5,0.033,35.0,5
7.1,0.32,0.4,1.5,0.034,13.0,5
6.5,0.32,0.12,11.5,0.033,35.0,5
7.3,0.19,0.24,6.3,0.054000000000000006,34.0,6
7.3,0.17,0.23,6.3,0.051,35.0,6
7.7,0.44,0.24,11.2,0.031,41.0,7
7.7,0.44,0.24,11.2,0.031,41.0,7
7.4,0.49,0.24,15.1,0.03,34.0,7
7.7,0.44,0.24,11.2,0.031,41.0,7
7.4,0.49,0.24,15.1,0.03,34.0,7
6.4,0.21,0.3,5.6,0.044000000000000004,43.0,6
8.0,0.55,0.42,12.6,0.16,37.0,5
7.0,0.19,0.23,5.7,0.12300000000000001,27.0,6
7.2,0.24,0.29,2.2,0.037000000000000005,37.0,7
6.5,0.34,0.36,11.0,0.052000000000000005,53.0,6
7.0,0.19,0.23,5.7,0.12300000000000001,27.0,6
6.9,0.18,0.33,1.0,0.054000000000000006,24.0,5
7.2,0.24,0.29,2.2,0.037000000000000005,37.0,7
8.2,0.18,0.31,11.8,0.039,81.0,6
8.3,0.28,0.45,7.8,0.059000000000000004,32.0,6
6.1,0.34,0.46,4.7,0.028999999999999998,21.0,6
7.4,0.44,0.2,11.5,0.049,44.0,5
7.6,0.26,0.58,7.9,0.040999999999999995,62.0,5
7.4,0.44,0.2,11.5,0.049,44.0,5
8.7,0.49,0.57,17.8,0.052000000000000005,34.0,5
7.0,0.24,0.25,1.7,0.042,48.0,6
7.1,0.25,0.25,1.6,0.046,50.0,7
6.1,0.34,0.46,4.7,0.028999999999999998,21.0,6
6.4,0.18,0.31,1.6,0.049,36.0,7
8.3,0.27,0.39,2.4,0.057999999999999996,16.0,5
6.8,0.24,0.35,6.4,0.048,44.0,7
8.0,0.22,0.28,14.0,0.053,81.0,6
9.2,0.63,0.42,1.6,0.055999999999999994,34.0,4
8.9,0.34,0.34,1.6,0.055999999999999994,13.0,5
8.9,0.33,0.34,1.4,0.055999999999999994,14.0,5
8.0,0.22,0.28,14.0,0.053,81.0,6
6.7,0.18,0.19,4.7,0.046,57.0,6
7.8,0.2,0.28,10.2,0.054000000000000006,78.0,6
7.3,0.13,0.31,2.3,0.054000000000000006,22.0,7
6.6,0.28,0.3,7.8,0.049,57.0,5
7.1,0.25,0.3,2.4,0.042,25.0,6
7.6,0.36,0.44,8.3,0.16,28.0,6
7.6,0.27,0.25,13.9,0.05,45.0,6
6.9,0.37,0.28,13.8,0.031,34.0,6
7.4,0.21,0.27,7.3,0.031,41.0,7
8.2,0.18,0.28,8.5,0.035,41.0,7
6.3,0.19,0.21,1.8,0.049,35.0,6
7.0,0.21,0.22,5.1,0.048,38.0,6
5.8,0.33,0.2,16.05,0.047,26.0,5
5.8,0.33,0.2,16.05,0.047,26.0,5
7.9,0.29,0.31,7.35,0.034,37.0,5
6.6,0.31,0.38,16.05,0.057999999999999996,16.0,5
8.0,0.19,0.3,2.0,0.053,48.0,6
8.0,0.2,0.36,1.2,0.032,21.0,6
8.0,0.25,0.26,14.0,0.043,41.0,6
7.2,0.2,0.61,16.2,0.043,14.0,6
7.7,0.3,0.42,14.3,0.045,45.0,5
7.2,0.2,0.61,16.2,0.043,14.0,6
7.7,0.3,0.42,14.3,0.045,45.0,5
7.7,0.3,0.42,14.3,0.045,45.0,5
6.4,0.22,0.32,7.9,0.028999999999999998,34.0,5
7.2,0.2,0.61,16.2,0.043,14.0,6
7.0,0.53,0.1,1.0,0.036000000000000004,39.0,5
7.3,0.24,0.41,13.6,0.05,41.0,5
7.2,0.24,0.4,17.85,0.049,50.0,5
7.6,0.15,0.4,1.3,0.036000000000000004,24.0,5
7.7,0.3,0.42,14.3,0.045,45.0,5
7.6,0.33,0.41,13.7,0.045,44.0,5
6.8,0.24,0.31,18.3,0.046,40.0,5
6.8,0.24,0.31,18.3,0.046,40.0,5
6.8,0.35,0.44,6.5,0.055999999999999994,31.0,5
7.9,0.26,0.33,10.3,0.039,73.0,6
7.5,0.29,0.67,8.1,0.037000000000000005,53.0,6
7.5,0.29,0.67,8.1,0.037000000000000005,53.0,6
7.2,0.31,0.41,8.6,0.053,15.0,6
6.7,0.44,0.31,1.9,0.03,41.0,7
9.2,0.23,0.27,14.1,0.033,45.0,6
7.4,0.21,0.3,7.9,0.039,14.0,5
8.8,0.23,0.35,10.7,0.04,26.0,6
7.8,0.34,0.27,1.2,0.04,25.0,5
7.9,0.26,0.33,10.3,0.039,73.0,6
7.5,0.29,0.67,8.1,0.037000000000000005,53.0,6
6.0,0.28,0.35,1.9,0.037000000000000005,16.0,5
7.9,0.37,0.3,2.7,0.028999999999999998,64.0,7
7.2,0.36,0.36,5.7,0.038,26.0,7
7.6,0.13,0.34,9.3,0.062,40.0,5
6.6,0.25,0.36,8.1,0.045,54.0,5
7.1,0.18,0.26,1.3,0.040999999999999995,20.0,6
7.9,0.3,0.27,8.5,0.036000000000000004,20.0,6
8.3,0.23,0.3,2.1,0.049,21.0,6
6.8,0.43,0.3,3.5,0.033,27.0,6
7.2,0.36,0.36,5.7,0.038,26.0,7
6.6,0.25,0.36,8.1,0.045,54.0,5
7.1,0.18,0.26,1.3,0.040999999999999995,20.0,6
6.6,0.35,0.29,14.4,0.044000000000000004,54.0,6
7.3,0.22,0.5,13.7,0.049,56.0,6
8.1,0.26,0.33,11.1,0.052000000000000005,52.5,7
7.6,0.13,0.34,9.3,0.062,40.0,5
7.0,0.13,0.19,4.9,0.055,27.0,5
8.2,0.37,0.27,1.7,0.027999999999999997,10.0,5
7.6,0.26,0.36,1.6,0.032,7.0,4
6.3,0.2,0.58,1.4,0.16,15.0,6
6.3,0.22,0.57,1.4,0.16,14.0,6
7.1,0.25,0.28,1.6,0.052000000000000005,46.0,5
7.0,0.27,0.32,6.8,0.047,47.0,6
8.8,0.34,0.33,9.7,0.036000000000000004,46.0,5
9.2,0.27,0.34,10.5,0.043,49.0,6
7.1,0.49,0.22,2.0,0.047,81.0,4
9.2,0.63,0.23,6.2,0.042,15.0,6
7.2,0.47,0.65,8.3,0.083,27.0,5
6.8,0.28,0.36,1.6,0.04,25.0,6
8.8,0.34,0.33,9.7,0.036000000000000004,46.0,5
9.2,0.27,0.34,10.5,0.043,49.0,6
7.3,0.13,0.27,4.6,0.08,34.0,7
7.2,0.16,0.35,1.2,0.031,27.0,5
6.8,0.31,0.32,7.6,0.052000000000000005,35.0,5
8.3,0.36,0.57,15.0,0.052000000000000005,35.0,5
6.8,0.31,0.32,7.6,0.052000000000000005,35.0,5
8.3,0.36,0.57,15.0,0.052000000000000005,35.0,5
6.3,0.25,0.44,11.6,0.040999999999999995,48.0,5
6.0,0.45,0.42,1.1,0.051,61.0,5
8.1,0.26,0.3,7.8,0.049,39.0,6
6.4,0.22,0.32,12.0,0.066,57.0,6
5.7,0.45,0.42,1.1,0.051,61.0,5
7.2,0.19,0.31,1.4,0.046,37.0,7
6.7,0.31,0.44,6.7,0.054000000000000006,29.0,5
8.0,0.25,0.13,17.2,0.036000000000000004,49.0,5
9.2,0.63,0.46,1.4,0.046,34.0,4
8.1,0.31,0.36,8.2,0.027999999999999997,29.0,7
8.1,0.24,0.38,4.3,0.044000000000000004,49.0,6
8.0,0.25,0.13,17.2,0.036000000000000004,49.0,5
6.4,0.29,0.28,11.1,0.063,66.0,5
7.2,0.15,0.33,1.1,0.027000000000000003,16.0,5
7.0,0.13,0.32,7.2,0.057999999999999996,22.0,6
7.4,0.32,0.55,16.6,0.055999999999999994,53.0,6
8.5,0.17,0.31,1.0,0.024,13.0,5
8.5,0.17,0.31,1.0,0.024,13.0,5
9.2,0.21,0.47,1.3,0.039,21.0,5
8.2,0.21,0.48,1.4,0.040999999999999995,11.0,5
7.4,0.32,0.55,16.6,0.055999999999999994,53.0,6
6.8,0.31,0.42,6.9,0.046,50.0,5
6.8,0.27,0.28,13.3,0.076,50.0,6
7.4,0.21,0.3,8.1,0.047,13.0,6
8.0,0.23,0.35,9.2,0.044000000000000004,53.0,7
7.6,0.2,0.31,1.4,0.047,41.0,6
6.3,0.41,0.3,3.2,0.03,49.0,7
8.3,0.49,0.43,2.5,0.036000000000000004,32.0,6
6.3,0.41,0.3,3.2,0.03,49.0,7
7.6,0.2,0.26,4.5,0.086,37.0,5
7.5,0.26,0.26,18.35,0.084,33.0,5
7.5,0.26,0.26,18.35,0.084,33.0,5
6.8,0.27,0.35,7.8,0.048,76.0,6
6.8,0.28,0.37,7.0,0.057,35.0,5
8.4,0.2,0.27,6.3,0.048,30.0,6
7.9,0.33,0.26,1.2,0.044000000000000004,23.0,6
7.5,0.38,0.5,12.8,0.042,57.0,6
7.6,0.2,0.3,14.2,0.055999999999999994,53.0,8
7.6,0.2,0.3,14.2,0.055999999999999994,53.0,8
7.6,0.2,0.3,14.2,0.055999999999999994,53.0,8
7.6,0.2,0.3,14.2,0.055999999999999994,53.0,8
7.6,0.2,0.3,14.2,0.055999999999999994,53.0,8
8.1,0.19,0.58,16.65,0.049,48.0,6
7.6,0.16,0.41,1.9,0.047,27.0,6
8.1,0.22,0.28,7.7,0.043,57.0,5
8.0,0.22,0.32,10.4,0.043,63.0,6
7.1,0.33,0.3,3.3,0.034,30.0,7
6.4,0.43,0.27,1.1,0.054000000000000006,7.0,4
7.6,0.2,0.3,14.2,0.055999999999999994,53.0,8
7.0,0.13,0.28,6.3,0.057,17.0,5
7.4,0.3,0.22,5.25,0.053,33.0,6
7.0,0.28,0.33,14.6,0.043,47.0,6
8.4,0.2,0.38,11.8,0.055,51.0,6
7.0,0.28,0.33,14.6,0.043,47.0,6
8.4,0.2,0.38,11.8,0.055,51.0,6
8.4,0.2,0.38,11.8,0.055,51.0,6
7.3,0.18,0.31,17.3,0.055,32.0,6
6.8,0.31,0.1,1.4,0.04,56.0,5
6.7,0.31,0.1,1.3,0.038,58.0,5
7.6,0.17,0.35,1.6,0.047,43.0,6
7.4,0.3,0.22,5.25,0.053,33.0,6
7.4,0.26,0.31,2.4,0.043,58.0,6
7.0,0.28,0.33,14.6,0.043,47.0,6
8.4,0.2,0.38,11.8,0.055,51.0,6
5.6,0.18,0.31,1.5,0.038,16.0,6
7.2,0.15,0.39,1.8,0.043,21.0,5
8.0,0.4,0.33,7.7,0.034,27.0,7
7.0,0.25,0.56,2.0,0.035,20.0,6
7.2,0.15,0.39,1.8,0.043,21.0,5
6.8,0.18,0.46,1.4,0.064,37.0,5
6.6,0.32,0.22,16.7,0.046,38.0,6
9.0,0.55,0.3,8.1,0.026000000000000002,14.0,5
6.9,0.19,0.39,8.0,0.027999999999999997,22.0,6
6.3,0.41,0.33,4.7,0.023,28.0,7
9.0,0.55,0.3,8.1,0.026000000000000002,14.0,5
7.0,0.2,0.34,2.1,0.049,12.0,7
6.6,0.32,0.22,16.7,0.046,38.0,6
7.7,0.26,0.34,6.4,0.05,36.0,6
6.3,0.21,0.28,1.5,0.051,46.0,6
7.6,0.34,0.39,7.6,0.04,45.0,6
6.3,0.21,0.28,1.5,0.051,46.0,6
8.0,0.43,0.4,12.4,0.16,29.0,5
7.5,0.3,0.71,1.3,0.16,44.0,5
6.4,0.26,0.4,1.7,0.16,7.0,5
6.9,0.32,0.15,8.1,0.046,51.0,5
8.9,0.21,0.34,7.1,0.037000000000000005,33.0,6
7.6,0.34,0.39,7.6,0.04,45.0,6
9.2,0.42,0.41,2.3,0.034,22.0,6
7.6,0.29,0.26,6.5,0.042,32.0,5
